,month,cow_id,iso_alpha3,gw_id,country,FEATUREID,border_change
107687,1976-12-01,345,YUG,345,Yugoslavia,191,0.0
107688,1977-01-01,345,YUG,345,Yugoslavia,191,0.0
107689,1977-02-01,345,YUG,345,Yugoslavia,191,0.0
107690,1977-03-01,345,YUG,345,Yugoslavia,191,0.0
107691,1977-04-01,345,YUG,345,Yugoslavia,191,0.0
107692,1977-05-01,345,YUG,345,Yugoslavia,191,0.0
107693,1977-06-01,345,YUG,345,Yugoslavia,191,0.0
107694,1977-07-01,345,YUG,345,Yugoslavia,191,0.0
107695,1977-08-01,345,YUG,345,Yugoslavia,191,0.0
107696,1977-09-01,345,YUG,345,Yugoslavia,191,0.0
107697,1977-10-01,345,YUG,345,Yugoslavia,191,0.0
107698,1977-11-01,345,YUG,345,Yugoslavia,191,0.0
107699,1977-12-01,345,YUG,345,Yugoslavia,191,0.0
107700,1978-01-01,345,YUG,345,Yugoslavia,191,0.0
107701,1978-02-01,345,YUG,345,Yugoslavia,191,0.0
107702,1978-03-01,345,YUG,345,Yugoslavia,191,0.0
107703,1978-04-01,345,YUG,345,Yugoslavia,191,0.0
107704,1978-05-01,345,YUG,345,Yugoslavia,191,0.0
107705,1978-06-01,345,YUG,345,Yugoslavia,191,0.0
107706,1978-07-01,345,YUG,345,Yugoslavia,191,0.0
107707,1978-08-01,345,YUG,345,Yugoslavia,191,0.0
107708,1978-09-01,345,YUG,345,Yugoslavia,191,0.0
107709,1978-10-01,345,YUG,345,Yugoslavia,191,0.0
107710,1978-11-01,345,YUG,345,Yugoslavia,191,0.0
107711,1978-12-01,345,YUG,345,Yugoslavia,191,0.0
107712,1979-01-01,345,YUG,345,Yugoslavia,191,0.0
107713,1979-02-01,345,YUG,345,Yugoslavia,191,0.0
107714,1979-03-01,345,YUG,345,Yugoslavia,191,0.0
107715,1979-04-01,345,YUG,345,Yugoslavia,191,0.0
107716,1979-05-01,345,YUG,345,Yugoslavia,191,0.0
107717,1979-06-01,345,YUG,345,Yugoslavia,191,0.0
107718,1979-07-01,345,YUG,345,Yugoslavia,191,0.0
107719,1979-08-01,345,YUG,345,Yugoslavia,191,0.0
107720,1979-09-01,345,YUG,345,Yugoslavia,191,0.0
107721,1979-10-01,345,YUG,345,Yugoslavia,191,0.0
107722,1979-11-01,345,YUG,345,Yugoslavia,191,0.0
107723,1979-12-01,345,YUG,345,Yugoslavia,191,0.0
107724,1980-01-01,345,YUG,345,Yugoslavia,191,0.0
107725,1980-02-01,345,YUG,345,Yugoslavia,191,0.0
107726,1980-03-01,345,YUG,345,Yugoslavia,191,0.0
107727,1980-04-01,345,YUG,345,Yugoslavia,191,0.0
107728,1980-05-01,345,YUG,345,Yugoslavia,191,0.0
107729,1980-06-01,345,YUG,345,Yugoslavia,191,0.0
107730,1980-07-01,345,YUG,345,Yugoslavia,191,0.0
107731,1980-08-01,345,YUG,345,Yugoslavia,191,0.0
107732,1980-09-01,345,YUG,345,Yugoslavia,191,0.0
107733,1980-10-01,345,YUG,345,Yugoslavia,191,0.0
107734,1980-11-01,345,YUG,345,Yugoslavia,191,0.0
